"log.Lot.Area","Lot.Config","Neighborhood","Bldg.Type","Overall.Qual","Overall.Cond","Year.Built","Central.Air","Electrical","Gr.Liv.Area","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","TotRms.AbvGrd","SalePrice"
10.3662777272636,"Corner","NAmes","1Fam",6,5,1960,"Y","SBrkr",1656,1,0,3,1,7,215000
9.36065513263505,"Inside","NAmes","1Fam",5,6,1961,"Y","SBrkr",896,1,0,2,1,5,105000
9.56570445711481,"Corner","NAmes","1Fam",6,6,1958,"Y","SBrkr",1329,1,1,3,1,6,172000
9.3200912359353,"Corner","NAmes","1Fam",7,5,1968,"Y","SBrkr",2110,2,1,3,1,8,244000
9.5345954246588,"Inside","Gilbert","1Fam",5,5,1997,"Y","SBrkr",1629,2,1,3,1,6,189900
9.20813794842098,"Inside","Gilbert","1Fam",6,6,1998,"Y","SBrkr",1604,2,1,3,1,7,195500
8.50106380948635,"Inside","StoneBr","TwnhsE",8,5,2001,"Y","SBrkr",1338,2,0,2,1,6,213500
8.51819269174932,"Inside","StoneBr","TwnhsE",8,5,1992,"Y","SBrkr",1280,2,0,2,1,5,191500
8.5921151179335,"Inside","StoneBr","TwnhsE",8,5,1995,"Y","SBrkr",1616,2,0,2,1,5,236500
8.9226582995244,"Inside","Gilbert","1Fam",7,5,1999,"Y","SBrkr",1804,2,1,3,1,7,189000
9.21034037197618,"Corner","Gilbert","1Fam",6,5,1993,"Y","SBrkr",1655,2,1,3,1,7,175900
8.98469369044386,"Inside","Gilbert","1Fam",6,7,1992,"Y","SBrkr",1187,2,0,3,1,6,185000
9.03622505172933,"Inside","Gilbert","1Fam",6,5,1998,"Y","SBrkr",1465,2,1,3,1,7,180400
9.2277872855799,"Inside","Gilbert","1Fam",7,5,1990,"Y","SBrkr",1341,1,1,2,1,5,171500
8.82761475083751,"Corner","StoneBr","TwnhsE",8,5,1985,"Y","SBrkr",1502,1,1,1,1,4,212000
10.8875116964444,"CulDSac","StoneBr","1Fam",8,5,2003,"Y","SBrkr",3279,3,1,4,1,12,538000
9.40376670850224,"Inside","Gilbert","1Fam",8,7,1988,"Y","SBrkr",1752,2,0,4,1,8,164000
9.34084218004034,"Corner","StoneBr","1Fam",9,2,2010,"Y","SBrkr",1856,1,1,1,1,8,394432
9.85943116633921,"Corner","Gilbert","1Fam",4,5,1951,"Y","SBrkr",864,1,0,2,1,4,141000
9.48607637340956,"Inside","NWAmes","1Fam",6,6,1978,"Y","SBrkr",2073,2,0,3,1,7,210000
9.37169362233394,"Inside","NWAmes","1Fam",6,6,1977,"Y","SBrkr",1844,2,0,3,1,7,190000
9.27096499379262,"Inside","NWAmes","1Fam",7,6,1974,"Y","SBrkr",1173,2,0,3,1,6,170000
8.9226582995244,"Inside","Somerst","1Fam",7,5,2000,"Y","SBrkr",1674,2,1,3,1,7,216000
9.3273230874618,"CulDSac","NAmes","1Fam",6,7,1970,"Y","SBrkr",1004,1,0,2,1,5,149000
9.43643955111603,"CulDSac","NAmes","1Fam",5,6,1971,"Y","SBrkr",1078,1,1,3,1,6,149900
9.04192172035122,"Inside","NAmes","1Fam",5,6,1968,"Y","SBrkr",1056,1,0,3,1,6,142000
9.03598698483141,"Corner","NAmes","1Fam",4,5,1970,"Y","SBrkr",882,1,0,2,1,4,126000
9.25913053614561,"FR2","NAmes","1Fam",4,5,1971,"Y","SBrkr",864,1,0,3,1,5,115000
8.67556352738768,"FR2","NAmes","TwnhsE",7,5,1999,"Y","SBrkr",1337,2,0,2,1,5,184000
7.4265490723973,"Inside","BrDale","Twnhs",6,5,1971,"Y","SBrkr",987,1,1,2,1,5,96000
7.4265490723973,"Inside","BrDale","Twnhs",5,5,1971,"Y","SBrkr",1092,1,1,3,1,6,105500
7.4265490723973,"Inside","BrDale","Twnhs",6,5,1971,"Y","SBrkr",1092,1,1,3,1,6,88000
8.30474226964077,"Inside","NPkVill","TwnhsE",6,5,1977,"Y","SBrkr",1069,2,0,2,1,4,127500
7.73193072194849,"FR2","NPkVill","Twnhs",6,6,1975,"Y","SBrkr",1456,2,1,3,1,6,149900
7.73193072194849,"FR2","NPkVill","Twnhs",7,6,1975,"Y","SBrkr",836,1,0,2,1,4,120000
7.73193072194849,"Inside","NPkVill","Twnhs",6,5,1978,"Y","SBrkr",1456,2,1,3,1,7,146000
9.46172146470163,"Inside","NridgHt","1Fam",9,5,2009,"Y","SBrkr",2334,2,1,3,1,10,376162
9.34818743866831,"Inside","NridgHt","1Fam",8,5,2007,"Y","SBrkr",1704,2,0,3,1,7,306000
9.22611529109155,"Inside","NridgHt","1Fam",9,5,2009,"Y","SBrkr",1940,2,1,3,1,8,395192
9.46366389179152,"Corner","NridgHt","1Fam",8,5,2009,"Y","SBrkr",1544,2,0,3,1,7,290941
9.40771473139643,"Corner","NridgHt","1Fam",7,5,2005,"Y","SBrkr",1541,2,0,3,1,7,220000
9.35183993424988,"Inside","NridgHt","1Fam",9,5,2005,"Y","SBrkr",1698,2,0,3,1,7,275000
9.55548914407629,"Inside","NridgHt","1Fam",8,5,2005,"Y","SBrkr",1822,2,0,3,1,8,259000
9.2272958126256,"Inside","NridgHt","1Fam",7,5,2004,"Y","SBrkr",1535,2,0,3,1,7,214000
9.4664543749603,"Inside","NridgHt","1Fam",9,5,2009,"Y","SBrkr",2364,2,1,2,1,11,611657
8.75951172211649,"Inside","NridgHt","TwnhsE",7,5,2009,"Y","SBrkr",1358,2,0,2,1,6,224000
9.568014816248,"Inside","NridgHt","1Fam",9,5,2003,"Y","SBrkr",2696,2,1,3,1,10,500000
9.52149480061311,"Corner","NridgHt","1Fam",8,5,2002,"Y","SBrkr",2250,2,1,3,1,7,320000
8.94350613203724,"Inside","NridgHt","TwnhsE",9,5,2005,"Y","SBrkr",1752,2,0,2,1,6,319900
8.87234697898303,"Inside","NridgHt","TwnhsE",8,5,2006,"Y","SBrkr",1370,2,0,2,1,6,205000
7.8739783796045,"Inside","NridgHt","Twnhs",7,5,2003,"Y","SBrkr",1626,2,1,2,1,6,175500
9.82520163413758,"Corner","Gilbert","1Fam",6,5,2005,"Y","SBrkr",1324,2,0,3,1,6,199500
8.07184314960916,"Inside","Blmngtn","TwnhsE",7,5,2006,"Y","SBrkr",1145,2,0,2,1,6,160000
8.06526520889773,"Inside","Blmngtn","TwnhsE",8,5,2004,"Y","SBrkr",1269,2,0,2,1,6,192000
9.49551931420985,"Inside","Gilbert","1Fam",7,5,2004,"Y","SBrkr",1374,2,1,3,1,7,184500
8.96839619119826,"Inside","Gilbert","1Fam",6,5,2002,"Y","SBrkr",1960,2,1,4,1,8,216500
9.05683948099042,"Inside","Gilbert","1Fam",7,5,2004,"Y","SBrkr",1733,2,1,3,1,7,185088
8.95544812234739,"Inside","Gilbert","1Fam",7,5,2000,"Y","SBrkr",1430,2,1,3,1,7,180000
9.15957325492253,"CulDSac","Gilbert","1Fam",7,5,2001,"Y","SBrkr",2035,2,1,3,1,8,222500
9.60062415808868,"Corner","NoRidge","1Fam",9,5,1999,"Y","SBrkr",2599,2,1,4,1,10,333168
9.76612024074321,"CulDSac","NoRidge","1Fam",8,5,1998,"Y","SBrkr",2475,2,1,4,1,7,355000
9.2679486845965,"Inside","NoRidge","1Fam",7,5,1996,"Y","SBrkr",1720,2,0,3,1,7,260400
9.41377089198037,"Corner","NoRidge","1Fam",8,5,1994,"Y","SBrkr",2622,2,1,3,1,9,325000
9.37279929967389,"CulDSac","NoRidge","1Fam",8,7,1999,"Y","SBrkr",2270,2,1,4,1,9,290000
9.72734685481725,"CulDSac","NoRidge","1Fam",7,5,1998,"Y","SBrkr",1839,2,1,4,1,7,221000
9.59696239228287,"CulDSac","NoRidge","1Fam",8,5,1995,"Y","SBrkr",3238,2,1,4,1,9,410000
9.10353436765837,"Inside","Somerst","1Fam",8,5,2005,"Y","SBrkr",1595,2,0,2,1,6,221500
9.12858787010392,"Inside","Somerst","1Fam",7,5,2009,"Y","SBrkr",1218,2,0,2,1,4,204500
9.0641578617981,"Inside","Somerst","1Fam",7,5,2009,"Y","SBrkr",1547,2,1,3,1,7,215200
9.10497985631836,"Inside","Somerst","1Fam",8,5,2008,"Y","SBrkr",1566,2,0,3,1,7,262500
9.43763529441287,"Corner","Somerst","1Fam",7,5,2004,"Y","SBrkr",1947,2,1,3,1,8,254900
9.25339986143663,"Corner","Somerst","1Fam",6,5,2005,"Y","SBrkr",1468,2,0,2,1,6,271500
9.22444049635496,"Inside","SawyerW","1Fam",7,5,2004,"Y","SBrkr",2084,2,1,4,1,8,233000
9.38597294061934,"Inside","SawyerW","1Fam",7,5,2004,"Y","SBrkr",1659,2,1,3,1,8,181000
9.09155683598622,"Inside","SawyerW","1Fam",7,5,1994,"Y","SBrkr",2110,2,1,3,1,8,205000
8.98869569678571,"Inside","SawyerW","TwnhsE",6,5,1980,"Y","SBrkr",923,2,0,2,1,5,143000
9.32527491006828,"Inside","SawyerW","1Fam",6,5,1992,"Y","SBrkr",1845,2,1,3,1,8,189000
8.97360486714251,"Inside","SawyerW","TwnhsE",6,5,1979,"Y","SBrkr",918,2,0,2,1,5,99500
8.87835804062782,"Inside","SawyerW","TwnhsE",6,5,1984,"Y","SBrkr",752,1,0,2,1,4,125000
9.15408743042538,"CulDSac","SawyerW","1Fam",7,7,1993,"Y","SBrkr",1744,2,1,3,1,7,194500
9.17699039229463,"Corner","SawyerW","1Fam",6,5,1984,"Y","SBrkr",1097,2,0,3,1,6,152000
9.03598698483141,"Inside","SawyerW","1Fam",6,6,1980,"Y","SBrkr",1564,2,1,3,1,7,171000
9.19013766465866,"Corner","SawyerW","1Fam",5,5,1920,"N","FuseA",1012,1,0,2,1,5,67500
9.09717167387054,"Inside","Sawyer","Duplex",6,5,1978,"Y","SBrkr",1902,2,0,4,2,8,112000
9.37432822208163,"Inside","Sawyer","1Fam",5,7,1961,"Y","SBrkr",1155,1,0,3,1,6,148000
9.04192172035122,"Inside","Sawyer","1Fam",5,8,1965,"Y","SBrkr",894,1,0,3,1,5,138500
9.19207456316929,"Inside","Sawyer","1Fam",5,5,1967,"Y","SBrkr",900,1,0,3,1,5,122000
8.9226582995244,"Corner","Sawyer","1Fam",5,5,1963,"Y","SBrkr",1040,1,1,3,1,5,133000
8.83884181343129,"Corner","Sawyer","1Fam",5,8,1962,"Y","SBrkr",1040,1,1,3,1,6,127000
9.64277192831416,"CulDSac","Sawyer","1Fam",6,6,1974,"Y","SBrkr",1494,2,0,3,1,7,169000
9.22876950744455,"Inside","NoRidge","1Fam",7,5,1992,"Y","SBrkr",1923,2,1,3,1,8,190000
9.48364457648201,"Inside","NoRidge","1Fam",8,5,1993,"Y","SBrkr",2349,2,1,4,1,9,362500
9.31775876874345,"Inside","NoRidge","1Fam",8,5,1992,"Y","SBrkr",2225,2,1,4,1,7,285000
8.48363640788739,"CulDSac","Somerst","TwnhsE",7,5,2004,"Y","SBrkr",1488,2,0,2,1,6,260000
8.16479480424477,"Inside","Somerst","TwnhsE",7,5,2004,"Y","SBrkr",1680,2,1,2,1,3,190000
8.07558263667172,"Inside","Somerst","TwnhsE",7,5,2004,"Y","SBrkr",1200,2,1,2,1,4,155000
8.06526520889773,"Inside","Somerst","TwnhsE",7,5,2004,"Y","SBrkr",1200,2,1,2,1,4,151000
7.84149292446001,"Inside","Somerst","Twnhs",7,5,2004,"Y","SBrkr",1200,2,1,2,1,4,149500
7.84149292446001,"Inside","Somerst","Twnhs",6,5,2005,"Y","SBrkr",1236,2,1,2,1,4,152000
8.39004140575575,"Inside","Somerst","1Fam",7,5,2009,"Y","SBrkr",1478,2,1,2,1,7,222000
7.65775527113487,"Inside","Somerst","Twnhs",6,5,2000,"Y","SBrkr",1573,2,1,3,1,5,177500
7.99967857949945,"Corner","Somerst","TwnhsE",6,5,2000,"Y","SBrkr",1512,2,1,2,1,5,177000
7.85243908535751,"FR2","Somerst","Twnhs",7,5,1999,"Y","SBrkr",1416,2,1,3,1,6,155000
7.78447323573647,"FR2","Somerst","TwnhsE",7,5,2003,"Y","SBrkr",1080,2,1,2,1,4,147110
9.46133252611013,"Inside","Somerst","1Fam",8,5,2010,"Y","SBrkr",1418,1,1,1,1,6,267916
8.90639340705837,"Inside","Somerst","1Fam",8,5,2000,"Y","SBrkr",1848,2,1,3,1,7,254000
8.39389497507174,"CulDSac","Greens","TwnhsE",8,5,1980,"Y","SBrkr",788,1,0,1,1,3,155000
8.26359043261732,"Inside","Greens","Twnhs",8,6,1978,"Y","SBrkr",1226,1,0,1,1,4,206000
9.51170343148383,"CulDSac","Sawyer","1Fam",6,8,1976,"Y","SBrkr",1479,2,1,3,1,6,130500
8.98719682066197,"Inside","Somerst","1Fam",7,5,2002,"Y","SBrkr",1492,2,0,3,1,6,230000
9.25493125530406,"Inside","NWAmes","1Fam",6,6,1967,"Y","SBrkr",1829,2,0,4,1,8,218500
9.28646773236373,"Inside","NWAmes","1Fam",6,5,1993,"Y","SBrkr",2495,2,1,4,1,9,243500
9.2688922589258,"Inside","NWAmes","1Fam",6,7,1977,"Y","SBrkr",1610,2,0,3,1,6,205000
9.84357829978222,"Inside","NWAmes","1Fam",6,5,1978,"Y","SBrkr",1891,3,0,3,1,7,212500
9.25157827999243,"Inside","NWAmes","1Fam",7,5,1988,"Y","SBrkr",1714,2,1,3,1,7,196500
9.14420056947164,"Inside","NWAmes","1Fam",6,7,1972,"Y","SBrkr",1381,1,1,3,1,5,197500
9.16951837745593,"Inside","NWAmes","1Fam",6,6,1971,"Y","SBrkr",1645,1,2,4,1,7,171000
9.16951837745593,"Inside","NAmes","1Fam",5,5,1966,"Y","SBrkr",1232,1,1,3,1,6,142250
9.18911673552456,"Inside","NWAmes","1Fam",6,5,1963,"Y","SBrkr",1328,1,1,3,1,6,143000
9.13991790767964,"Inside","NAmes","1Fam",4,5,1959,"Y","SBrkr",1225,1,1,3,1,6,128950
9.20029003612268,"Corner","NAmes","1Fam",5,5,1966,"Y","SBrkr",1209,1,0,3,1,6,159000
9.17781718027062,"Inside","NAmes","1Fam",5,6,1967,"Y","SBrkr",1510,2,0,3,1,6,178900
9.26860928010016,"Inside","NAmes","1Fam",6,5,1964,"Y","SBrkr",1775,2,0,3,1,8,136300
9.55478077824657,"Corner","NAmes","1Fam",5,7,1964,"Y","SBrkr",1152,1,0,3,1,6,180500
9.0825070004663,"Inside","NAmes","1Fam",6,7,1963,"Y","SBrkr",1054,1,0,3,1,6,137500
9.49250726373985,"Inside","NAmes","Duplex",5,6,1962,"Y","SBrkr",1728,2,0,6,2,10,84900
9.18163220783944,"Inside","NAmes","1Fam",5,6,1950,"Y","FuseA",1078,1,0,2,1,5,142125
9.18235233543601,"Inside","NAmes","1Fam",5,7,1952,"Y","SBrkr",2461,2,0,3,1,7,197600
9.76192398821434,"Corner","NAmes","1Fam",6,6,1949,"Y","SBrkr",1556,2,0,3,1,6,172500
8.88280805492444,"Inside","BrkSide","1Fam",5,7,1958,"Y","SBrkr",858,1,0,2,1,4,116500
8.58485183989005,"Inside","BrkSide","1Fam",3,2,1940,"Y","SBrkr",1306,1,0,3,1,6,76500
9.20230820027892,"Inside","NAmes","1Fam",5,5,1954,"Y","SBrkr",1063,1,0,3,1,6,128000
9.16951837745593,"Inside","NAmes","1Fam",6,6,1955,"Y","SBrkr",1520,1,0,3,1,7,153000
8.96187901267768,"Inside","NAmes","1Fam",5,6,1954,"Y","SBrkr",1268,1,0,2,1,7,132000
9.33961270768032,"Inside","NAmes","1Fam",6,8,1966,"Y","SBrkr",1128,1,0,2,1,5,178000
9.35876037709446,"Corner","NAmes","Duplex",5,5,1960,"Y","FuseA",2274,2,0,5,2,12,154300
9.89847501071258,"Inside","NAmes","1Fam",7,5,1970,"Y","SBrkr",2207,2,0,3,1,7,180000
9.71063069382679,"Corner","NAmes","1Fam",6,6,1966,"Y","SBrkr",1888,2,1,2,1,6,190000
9.02002696525268,"Corner","NAmes","Duplex",5,5,1958,"Y","SBrkr",1604,2,0,4,2,8,135000
9.01152351265303,"Inside","NAmes","1Fam",7,5,2003,"Y","SBrkr",1480,2,0,3,1,7,214000
8.99342737041261,"Inside","NAmes","1Fam",5,5,1959,"Y","SBrkr",1143,1,0,3,1,6,136000
9.26407069439715,"Inside","NAmes","1Fam",5,5,1959,"Y","SBrkr",1700,1,1,4,1,6,165500
9.03598698483141,"Inside","NAmes","1Fam",5,6,1957,"Y","SBrkr",1314,1,0,3,1,5,145000
9.07795118393044,"Inside","NAmes","1Fam",6,6,1959,"Y","SBrkr",1194,1,0,3,1,6,148000
9.40590715552016,"Inside","NAmes","1Fam",5,5,1959,"Y","SBrkr",1188,1,0,3,1,6,142000
9.13776967914135,"Inside","NAmes","1Fam",5,5,1960,"Y","SBrkr",1264,1,0,3,1,6,167500
9.28033274379622,"Inside","NAmes","1Fam",5,5,1959,"Y","SBrkr",1206,1,0,3,1,6,108538
9.2135352628727,"Inside","NAmes","1Fam",6,5,1959,"Y","SBrkr",1580,1,1,3,1,6,159500
9.03384182848502,"Inside","NAmes","1Fam",4,5,1956,"Y","FuseA",1337,1,0,3,1,5,108000
9.30109473524465,"Inside","NAmes","1Fam",5,7,1952,"Y","SBrkr",1064,1,0,2,1,4,135000
9.29605924737872,"Corner","NAmes","1Fam",5,6,1955,"Y","SBrkr",972,1,0,3,1,5,122500
9.51686873222432,"Inside","NAmes","2fmCon",5,5,1958,"Y","SBrkr",988,1,0,2,1,5,119000
8.97739897818186,"Inside","NAmes","1Fam",5,7,1953,"Y","SBrkr",1057,1,0,3,1,5,109000
8.9743648418466,"Corner","NAmes","1Fam",4,7,1920,"Y","SBrkr",985,1,0,2,1,4,105000
8.88183630500415,"Inside","NAmes","1Fam",5,7,1955,"Y","SBrkr",827,1,0,2,1,5,107500
9.23014299927236,"Inside","NAmes","1Fam",5,7,1954,"Y","SBrkr",1086,1,0,3,1,6,144900
8.67726913926287,"Inside","NAmes","1Fam",5,7,1956,"Y","SBrkr",936,1,0,2,1,4,129000
9.77012757379084,"Inside","NAmes","1Fam",6,5,1948,"Y","SBrkr",1458,1,0,3,1,6,97500
8.85066091901715,"Inside","OldTown","Duplex",6,5,1980,"Y","SBrkr",1056,0,0,0,2,4,144000
9.19319421314121,"Corner","NAmes","1Fam",5,7,1959,"Y","SBrkr",1287,1,0,3,1,7,162000
9.33034316437088,"Corner","NAmes","1Fam",7,7,1967,"Y","SBrkr",2978,2,1,5,1,11,242000
8.99516499031115,"Inside","NAmes","1Fam",6,8,1948,"Y","SBrkr",1224,1,0,3,1,5,132000
8.9226582995244,"Inside","NAmes","1Fam",5,7,1959,"Y","SBrkr",1246,1,1,3,1,6,154000
9.05017161982336,"Corner","NAmes","1Fam",5,4,1952,"Y","SBrkr",1385,2,0,4,1,6,166000
8.88183630500415,"Corner","NAmes","1Fam",5,7,1951,"Y","SBrkr",900,1,0,3,1,5,134800
9.21034037197618,"Corner","NAmes","1Fam",6,6,1962,"Y","SBrkr",1116,1,1,3,1,5,160000
8.94049821765273,"Corner","NAmes","1Fam",5,6,1960,"Y","SBrkr",1175,1,1,3,1,6,148000
9.18604767940714,"Inside","NAmes","1Fam",6,7,1963,"Y","SBrkr",1395,1,0,2,1,7,192000
8.94897560784178,"Inside","NAmes","1Fam",6,5,1966,"Y","SBrkr",1839,1,1,4,1,7,155000
8.47637119689598,"Corner","OldTown","1Fam",4,5,1900,"Y","SBrkr",1844,1,0,3,1,9,80400
9.0825070004663,"Corner","OldTown","1Fam",4,7,1910,"Y","SBrkr",1140,1,0,3,1,7,96500
8.4084937744929,"Inside","OldTown","1Fam",5,7,1920,"Y","SBrkr",936,1,0,2,1,5,109500
9.10052550596898,"Inside","OldTown","1Fam",5,6,1927,"Y","FuseA",1028,1,0,2,1,5,115000
8.66647489413199,"Inside","OldTown","1Fam",5,7,1957,"Y","SBrkr",1347,1,0,3,1,6,143000
8.66388757056704,"Corner","OldTown","1Fam",3,6,1915,"N","SBrkr",1605,2,0,3,2,8,107400
8.43554920237573,"Corner","OldTown","1Fam",4,6,1945,"Y","SBrkr",747,1,0,2,1,4,80000
8.88183630500415,"Corner","OldTown","1Fam",5,7,1940,"Y","SBrkr",804,1,0,2,1,4,119000
8.61250337122056,"Corner","OldTown","1Fam",5,7,1929,"Y","SBrkr",1316,1,0,3,1,6,130000
8.83927669058535,"Corner","OldTown","1Fam",6,7,1938,"Y","SBrkr",1251,1,0,3,1,6,119000
9.38016753118845,"Inside","OldTown","1Fam",5,7,1948,"Y","SBrkr",1633,1,0,3,1,7,129000
9.01663425631559,"Inside","OldTown","1Fam",5,6,1920,"Y","SBrkr",1245,1,0,3,1,6,100000
9.17533476277737,"Inside","OldTown","1Fam",2,2,1923,"N","SBrkr",832,1,0,2,1,5,12789
9.05017161982336,"Inside","OldTown","1Fam",6,8,1928,"Y","SBrkr",720,1,0,2,1,5,105900
9.16951837745593,"Corner","OldTown","1Fam",8,9,1900,"N","SBrkr",1566,2,0,3,1,7,150000
9.28730141311231,"Inside","OldTown","1Fam",5,6,1915,"Y","SBrkr",1652,2,0,4,1,7,139000
9.10497985631836,"Inside","OldTown","1Fam",8,9,1890,"Y","SBrkr",2268,3,0,3,1,7,240000
9.1099673978294,"Inside","OldTown","2fmCon",5,3,1910,"N","FuseF",2256,2,0,4,2,12,76500
8.91018077801329,"Inside","OldTown","1Fam",6,7,1957,"Y","FuseA",1236,1,0,2,1,6,149700
8.95415696658377,"Inside","OldTown","1Fam",4,7,1910,"Y","SBrkr",1363,1,0,3,1,6,125500
9.33609157728174,"Inside","OldTown","2fmCon",4,6,1885,"Y","SBrkr",2290,2,0,4,2,11,122500
9.26482855726025,"Inside","OldTown","1Fam",6,7,1922,"Y","SBrkr",1470,1,1,2,1,6,140750
8.67077227934454,"Corner","BrkSide","1Fam",5,6,1950,"Y","SBrkr",1612,1,1,3,1,7,128500
8.96098117384356,"Corner","BrkSide","1Fam",7,7,1922,"N","FuseA",2068,1,1,3,1,8,209500
8.51719319141624,"Inside","BrkSide","1Fam",4,7,1925,"N","FuseF",765,1,0,2,1,4,87000
8.69951474821019,"Inside","BrkSide","1Fam",6,7,1939,"Y","SBrkr",1132,1,0,2,1,5,134000
8.69951474821019,"Inside","BrkSide","1Fam",6,6,1940,"Y","FuseA",1196,1,1,3,1,6,128000
