"dteday","mnth","holiday","weekday","workingday","weathersit","temp","hum","windspeed","cnt"
"5/3/2012",5,0,4,1,"cloudy",22.96,76.8333,8.957632,6421
"5/4/2012",5,0,5,1,"clear",25.7275,73.5417,10.916846,6296
"5/5/2012",5,0,6,0,"cloudy",25.488347,75.6667,10.250464,6883
"5/6/2012",5,0,0,0,"cloudy",23.0625,74,10.041893,6359
"5/7/2012",5,0,1,1,"cloudy",22.0375,66.4167,15.458307,6273
"5/8/2012",5,0,2,1,"cloudy",23.848347,68.5833,19.833943,5728
"5/9/2012",5,0,3,1,"cloudy",23.575,74.4167,14.499604,4717
"5/10/2012",5,0,4,1,"clear",20.739153,55.2083,21.042221,6572
"5/11/2012",5,0,5,1,"clear",21.866653,36.0417,15.874779,7030
"5/12/2012",5,0,6,0,"clear",23.130847,48.0417,8.249911,7429
"5/13/2012",5,0,0,0,"clear",25.1125,57.625,15.082839,6118
"5/14/2012",5,0,1,1,"cloudy",23.506653,78.9583,14.250364,2843
"5/15/2012",5,0,2,1,"cloudy",25.078347,79.4583,9.875264,5115
"5/16/2012",5,0,3,1,"clear",26.103347,69.7917,8.208304,7424
"5/17/2012",5,0,4,1,"clear",24.326653,52,15.374825,7384
"5/18/2012",5,0,5,1,"clear",23.130847,52.3333,9.166739,7639
"5/19/2012",5,0,6,0,"clear",24.6,45.625,5.626325,8294
"5/20/2012",5,0,0,0,"clear",25.454153,53.0417,17.042589,7129
"5/21/2012",5,0,1,1,"cloudy",24.531653,81.125,15.624668,4359
"5/22/2012",5,0,2,1,"cloudy",25.215,76.5833,7.917189,6073
"5/23/2012",5,0,3,1,"cloudy",25.488347,77.4583,6.834,5260
"5/24/2012",5,0,4,1,"clear",26.855,71.6667,11.584032,6770
"5/25/2012",5,0,5,1,"clear",27.88,74.7083,9.41685,6734
"5/26/2012",5,0,6,0,"clear",28.3925,73.25,13.332464,6536
"5/27/2012",5,0,0,0,"clear",28.29,69.7083,14.416457,6591
"5/28/2012",5,1,1,0,"clear",29.2125,67.625,13.166907,6043
"5/29/2012",5,0,2,1,"clear",29.6225,68.4583,19.7918,5743
"5/30/2012",5,0,3,1,"cloudy",26.923347,67,9.000043,6855
"5/31/2012",5,0,4,1,"clear",27.88,49.2917,13.083693,7338
"6/1/2012",6,0,5,1,"cloudy",26.820847,75.5417,15.916721,4127
"6/2/2012",6,0,6,0,"clear",23.916653,54.9167,12.499654,8120
"6/3/2012",6,0,0,0,"clear",24.7025,49.3333,12.333829,7641
"6/4/2012",6,0,1,1,"clear",24.4975,48.7083,19.083811,6998
"6/5/2012",6,0,2,1,"cloudy",22.174153,61.3333,14.041525,7001
"6/6/2012",6,0,3,1,"clear",22.720847,61.125,5.167375,7055
"6/7/2012",6,0,4,1,"clear",24.7025,56.7083,10.54245,7494
"6/8/2012",6,0,5,1,"clear",26.615847,46.7917,11.750661,7736
"6/9/2012",6,0,6,0,"clear",29.144153,43.7083,9.667229,7498
"6/10/2012",6,0,0,0,"clear",29.793347,53.8333,8.959307,6598
"6/11/2012",6,0,1,1,"cloudy",29.554153,58.7917,13.916771,6664
"6/12/2012",6,0,2,1,"cloudy",26.786653,83.3333,14.374582,4972
"6/13/2012",6,0,3,1,"clear",26.889153,58.2083,22.999693,7421
"6/14/2012",6,0,4,1,"clear",26.581653,56.9583,17.000111,7363
"6/15/2012",6,0,5,1,"clear",26.205847,58.9583,11.833339,7665
"6/16/2012",6,0,6,0,"clear",25.898347,50.4167,11.166689,7702
"6/17/2012",6,0,0,0,"clear",24.2925,59.875,9.708568,6978
"6/18/2012",6,0,1,1,"cloudy",23.301653,77.7917,11.707982,5099
"6/19/2012",6,0,2,1,"clear",28.221653,69,9.917139,6825
"6/20/2012",6,0,3,1,"clear",32.0825,59.2083,7.625404,6211
"6/21/2012",6,0,4,1,"clear",33.039153,56.7917,7.958729,5905
"6/22/2012",6,0,5,1,"clear",31.8775,57.375,12.250414,5823
"6/23/2012",6,0,6,0,"clear",29.998347,53.4583,12.041307,7458
"6/24/2012",6,0,0,0,"clear",30.476653,47.9167,9.750175,6891
"6/25/2012",6,0,1,1,"clear",29.349153,50.4167,20.125661,6779
"6/26/2012",6,0,2,1,"clear",25.864153,37.3333,23.292014,7442
"6/27/2012",6,0,3,1,"clear",28.5975,36,18.208925,7335
"6/28/2012",6,0,4,1,"clear",30.715847,42.25,11.50055,6879
"6/29/2012",6,0,5,1,"clear",34.200847,48.875,11.082939,5463
"6/30/2012",6,0,6,0,"clear",31.365,60.125,10.791757,5687
"7/1/2012",7,0,0,0,"clear",33.449153,51.875,11.291443,5531
"7/2/2012",7,0,1,1,"clear",32.048347,44.7083,13.082889,6227
"7/3/2012",7,0,2,1,"clear",32.014153,49.2083,8.457879,6660
"7/4/2012",7,1,3,0,"clear",32.355847,53.875,9.04165,7403
"7/5/2012",7,0,4,1,"clear",33.9275,45.7917,12.999943,6241
"7/6/2012",7,0,5,1,"clear",33.961653,45.0833,9.791514,6207
"7/7/2012",7,0,6,0,"clear",35.328347,49.2083,10.958118,4840
"7/8/2012",7,0,0,0,"clear",33.7225,57.375,8.417143,4672
"7/9/2012",7,0,1,1,"cloudy",29.144153,68.3333,12.125325,6569
"7/10/2012",7,0,2,1,"cloudy",29.554153,66.75,10.166379,6290
"7/11/2012",7,0,3,1,"clear",29.383347,63.3333,10.166111,7264
"7/12/2012",7,0,4,1,"clear",29.349153,52.9583,9.833925,7446
"7/13/2012",7,0,5,1,"cloudy",29.998347,48.5833,5.41695,7499
"7/14/2012",7,0,6,0,"cloudy",28.836653,69.9167,9.626493,6969
"7/15/2012",7,0,0,0,"clear",30.579153,71.7917,11.166689,6031
"7/16/2012",7,0,1,1,"clear",31.296653,64.5,11.000529,6830
"7/17/2012",7,0,2,1,"clear",33.551653,50.5833,7.666743,6786
"7/18/2012",7,0,3,1,"clear",32.526653,57.7083,9.208614,5713
"7/19/2012",7,0,4,1,"clear",31.57,60.0417,11.083743,6591
"7/20/2012",7,0,5,1,"cloudy",27.299153,84.4167,14.000789,5870
"7/21/2012",7,0,6,0,"wet",24.429153,86.5417,14.2911,4459
"7/22/2012",7,0,0,0,"cloudy",27.3675,76.25,6.2926936,7410
"7/23/2012",7,0,1,1,"clear",30.408347,69.4167,9.291761,6966
"7/24/2012",7,0,2,1,"clear",30.784153,65.5,14.167418,7592
"7/25/2012",7,0,3,1,"clear",29.690847,45,11.0416,8173
"7/26/2012",7,0,4,1,"clear",31.843347,59.6667,19.082471,6861
"7/27/2012",7,0,5,1,"clear",32.048347,59.4583,10.250464,6904
"7/28/2012",7,0,6,0,"clear",30.989153,61.3333,10.54245,6685
"7/29/2012",7,0,0,0,"clear",29.588347,62.375,11.416532,6597
"7/30/2012",7,0,1,1,"clear",29.964153,66.875,10.292339,7105
"7/31/2012",7,0,2,1,"clear",29.246653,70.4167,11.083475,7216
"8/1/2012",8,0,3,1,"clear",29.4175,67.75,9.458993,7580
"8/2/2012",8,0,4,1,"clear",30.8525,65.9583,8.666718,7261
"8/3/2012",8,0,5,1,"cloudy",31.399153,64.25,14.458064,7175
"8/4/2012",8,0,6,0,"clear",32.526653,61.3333,17.249686,6824
"8/5/2012",8,0,0,0,"clear",31.535847,65.25,19.458207,5464
"8/6/2012",8,0,1,1,"cloudy",30.8525,65.4167,8.666718,7013
"8/7/2012",8,0,2,1,"cloudy",30.169153,70.375,7.832836,7273
"8/8/2012",8,0,3,1,"cloudy",30.75,67.2917,7.4169,7534
"8/9/2012",8,0,4,1,"clear",30.989153,62.0417,10.4587,7286
"8/10/2012",8,0,5,1,"cloudy",29.349153,71.5833,16.000471,5786
"8/11/2012",8,0,6,0,"cloudy",28.3925,73.2917,13.834093,6299
"8/12/2012",8,0,0,0,"clear",28.734153,53.0417,8.208304,6544
"8/13/2012",8,0,1,1,"clear",29.554153,54.5417,9.126204,6883
"8/14/2012",8,0,2,1,"clear",29.793347,68.6667,11.333586,6784
"8/15/2012",8,0,3,1,"clear",28.973347,61.9583,11.374657,7347
"8/16/2012",8,0,4,1,"clear",29.485847,51.9167,9.500332,7605
"8/17/2012",8,0,5,1,"clear",29.656653,57.0833,15.500718,7148
"8/18/2012",8,0,6,0,"clear",27.811653,60.3333,11.917089,7865
"8/19/2012",8,0,0,0,"cloudy",26.069153,71.1667,5.79215,4549
"8/20/2012",8,0,1,1,"cloudy",26.069153,73.4167,8.708593,6530
"8/21/2012",8,0,2,1,"clear",26.615847,67.375,4.8756436,7006
"8/22/2012",8,0,3,1,"clear",27.3675,67.7083,4.7089811,7375
"8/23/2012",8,0,4,1,"clear",28.529153,63.5833,5.6679186,7765
"8/24/2012",8,0,5,1,"cloudy",28.8025,61.5,4.8337686,7582
"8/25/2012",8,0,6,0,"cloudy",27.128347,71.2917,16.375336,6053
"8/26/2012",8,0,0,0,"cloudy",26.786653,84.5833,15.333486,5255
"8/27/2012",8,0,1,1,"clear",28.836653,73.0417,8.625111,6917
"8/28/2012",8,0,2,1,"clear",29.861653,62,12.791975,7040
"8/29/2012",8,0,3,1,"clear",28.085,55.2083,7.541654,7697
"8/30/2012",8,0,4,1,"clear",28.973347,59.0417,5.1668189,7713
"8/31/2012",8,0,5,1,"clear",31.330847,58.75,11.291711,7350
"9/1/2012",9,0,6,0,"cloudy",30.886653,63.8333,7.583529,6140
"9/2/2012",9,0,0,0,"cloudy",28.563347,81.5,4.2927436,5810
"9/3/2012",9,1,1,0,"clear",29.0075,79.0833,10.125107,6034
"9/4/2012",9,0,2,1,"clear",29.759153,75.5,15.833507,6864
"9/5/2012",9,0,3,1,"clear",30.203347,74.125,12.583136,7112
"9/6/2012",9,0,4,1,"cloudy",28.563347,81.0417,9.542207,6203
"9/7/2012",9,0,5,1,"clear",28.836653,73.625,11.500282,7504
"9/8/2012",9,0,6,0,"cloudy",27.025847,79.9167,18.833968,5976
"9/9/2012",9,0,0,0,"clear",25.01,54.75,15.041232,8227
"9/10/2012",9,0,1,1,"clear",23.916653,50.375,17.333771,7525
"9/11/2012",9,0,2,1,"clear",23.6775,52,6.1676314,7767
"9/12/2012",9,0,3,1,"clear",24.565847,57.7083,8.833682,7870
"9/13/2012",9,0,4,1,"clear",25.1125,63.7083,5.5422936,7804
"9/14/2012",9,0,5,1,"clear",25.966653,67.25,6.958821,8009
"9/15/2012",9,0,6,0,"clear",24.941653,50.1667,16.583907,8714
"9/16/2012",9,0,0,0,"clear",23.78,57,6.0422811,7333
"9/17/2012",9,0,1,1,"cloudy",23.814153,73.4583,10.166714,6869
"9/18/2012",9,0,2,1,"cloudy",25.556653,87.25,23.958329,4073
"9/19/2012",9,0,3,1,"clear",22.6525,53.6667,14.416725,7591
"9/20/2012",9,0,4,1,"clear",22.413347,61.8333,7.917189,7720
"9/21/2012",9,0,5,1,"clear",24.565847,66.875,10.333343,8167
"9/22/2012",9,0,6,0,"clear",26.65,64.6667,19.000061,8395
"9/23/2012",9,0,0,0,"clear",21.695847,46.7083,14.958286,7907
"9/24/2012",9,0,1,1,"clear",21.080847,49.2917,9.541068,7436
"9/25/2012",9,0,2,1,"clear",22.55,57,15.833507,7538
"9/26/2012",9,0,3,1,"clear",26.035,63.0833,16.3748,7733
"9/27/2012",9,0,4,1,"cloudy",26.65,69.0833,9.000914,7393
"9/28/2012",9,0,5,1,"cloudy",25.385847,69,10.999993,7415
"9/29/2012",9,0,6,0,"clear",22.2425,54.2917,15.249468,8555
"9/30/2012",9,0,0,0,"clear",21.593347,58.3333,9.042186,6889
"10/1/2012",10,0,1,1,"cloudy",21.354153,64.9167,6.0838814,6778
"10/2/2012",10,0,2,1,"wet",24.224153,87.1667,6.999825,4639
"10/3/2012",10,0,3,1,"cloudy",26.9575,79.375,4.4585686,7572
"10/4/2012",10,0,4,1,"cloudy",26.9575,72.2917,7.875582,7328
"10/5/2012",10,0,5,1,"clear",25.215,62.75,7.12545,8156
"10/6/2012",10,0,6,0,"clear",22.720847,66.4167,17.957675,7965
"10/7/2012",10,0,0,0,"cloudy",17.049153,70.8333,9.457854,3510
"10/8/2012",10,1,1,0,"cloudy",15.716653,70.9583,12.708493,5478
"10/9/2012",10,0,2,1,"cloudy",18.313347,76.1667,12.7501,6392
"10/10/2012",10,0,3,1,"clear",21.080847,63.0833,12.584007,7691
"10/11/2012",10,0,4,1,"clear",17.835,46.3333,12.166932,7570
"10/12/2012",10,0,5,1,"clear",17.9375,53.9167,15.751164,7282
"10/13/2012",10,0,6,0,"clear",16.126653,49.4583,9.791514,7109
"10/14/2012",10,0,0,0,"clear",21.388347,64.0417,18.667004,6639
"10/15/2012",10,0,1,1,"cloudy",23.028347,70.75,19.834479,5875
"10/16/2012",10,0,2,1,"clear",19.201653,55.8333,12.208807,7534
"10/17/2012",10,0,3,1,"clear",18.689153,69.2917,6.791857,7461
"10/18/2012",10,0,4,1,"cloudy",21.4225,72.8333,15.874779,7509
"10/19/2012",10,0,5,1,"cloudy",23.096653,81.5,9.041918,5424
"10/20/2012",10,0,6,0,"clear",19.850847,57.2917,7.874979,8090
"10/21/2012",10,0,0,0,"clear",19.030847,51,11.125618,6824
"10/22/2012",10,0,1,1,"clear",19.9875,56.8333,5.4593811,7058
"10/23/2012",10,0,2,1,"clear",22.310847,64.1667,6.3345686,7466
"10/24/2012",10,0,3,1,"clear",24.0875,63.625,4.8762064,7693
"10/25/2012",10,0,4,1,"cloudy",22.55,80.0417,8.333125,7359
"10/26/2012",10,0,5,1,"cloudy",22.379153,80.7083,8.875289,7444
"10/27/2012",10,0,6,0,"cloudy",21.73,72,15.791364,7852
"10/28/2012",10,0,0,0,"cloudy",19.5775,69.4583,26.666536,4459
"10/29/2012",10,0,1,1,"wet",18.04,88,23.9994,22
"10/30/2012",10,0,2,1,"cloudy",13.045462,82.5455,14.271603,1096
"10/31/2012",10,0,3,1,"cloudy",14.6575,66.6667,11.166689,5566
"11/1/2012",11,0,4,1,"cloudy",14.999153,58.1667,10.542182,5986
"11/2/2012",11,0,5,1,"clear",14.555,52.2083,17.833725,5847
"11/3/2012",11,0,6,0,"cloudy",14.076653,49.125,18.125443,5138
"11/4/2012",11,0,0,0,"clear",13.359153,53.2917,12.000236,5107
"11/5/2012",11,0,1,1,"clear",13.085847,49.4167,15.833775,5259
"11/6/2012",11,0,2,1,"clear",11.514153,56.7083,11.625371,5686
"11/7/2012",11,0,3,1,"cloudy",12.129153,54.75,20.375236,5035
"11/8/2012",11,0,4,1,"clear",14.439134,33.3478,23.304945,5315
"11/9/2012",11,0,5,1,"clear",14.828347,54.0833,14.375386,5992
"11/10/2012",11,0,6,0,"clear",15.955847,64.5417,3.8756686,6536
"11/11/2012",11,0,0,0,"clear",17.254153,65.9167,8.5425,6852
"11/12/2012",11,1,1,0,"clear",19.885,74.1667,11.625639,6269
"11/13/2012",11,0,2,1,"cloudy",14.076653,66.2917,22.917082,4094
"11/14/2012",11,0,3,1,"clear",11.855847,55.2083,13.374875,5495
"11/15/2012",11,0,4,1,"cloudy",13.188347,62.0417,10.250129,5445
"11/16/2012",11,0,5,1,"clear",14.145,52.4583,11.458675,5698
"11/17/2012",11,0,6,0,"clear",13.325,54.5417,12.041843,5629
"11/18/2012",11,0,0,0,"clear",14.0425,69.2917,15.250004,4669
"11/19/2012",11,0,1,1,"cloudy",15.614153,62.3333,15.749489,5499
"11/20/2012",11,0,2,1,"cloudy",15.340847,68.5,5.542575,5634
"11/21/2012",11,0,3,1,"clear",14.486653,61.375,6.917482,5146
"11/22/2012",11,1,4,0,"clear",13.94,58.0417,3.5423436,2425
"11/23/2012",11,0,5,1,"clear",15.101653,56.875,9.917407,3910
"11/24/2012",11,0,6,0,"clear",11.411653,40.4583,25.250357,2277
"11/25/2012",11,0,0,0,"clear",10.079153,46.8333,10.0835,2424
"11/26/2012",11,0,1,1,"clear",12.846653,53.5417,3.12555,5087
"11/27/2012",11,0,2,1,"cloudy",11.958347,78.6667,15.916654,3959
"11/28/2012",11,0,3,1,"clear",12.163347,50.625,14.125007,5260
"11/29/2012",11,0,4,1,"clear",11.51567,55.5652,7.739974,5323
"11/30/2012",11,0,5,1,"clear",12.231653,64.9583,3.9175436,5668
"12/1/2012",12,0,6,0,"cloudy",12.231653,80.6667,4.0001814,5191
"12/2/2012",12,0,0,0,"cloudy",14.2475,82.3333,8.333393,4649
"12/3/2012",12,0,1,1,"clear",18.5525,76.75,5.5422936,6234
"12/4/2012",12,0,2,1,"clear",19.509153,73.375,11.666643,6606
"12/5/2012",12,0,3,1,"clear",17.971653,48.5,21.709407,5729
"12/6/2012",12,0,4,1,"clear",10.489153,50.875,11.708518,5375
"12/7/2012",12,0,5,1,"cloudy",13.154153,76.4167,8.7502,5008
"12/8/2012",12,0,6,0,"cloudy",15.648347,91.125,6.792393,5582
"12/9/2012",12,0,0,0,"cloudy",15.750847,90.5417,10.584325,3228
"12/10/2012",12,0,1,1,"cloudy",17.869153,92.5,12.750636,5170
"12/11/2012",12,0,2,1,"cloudy",14.486653,59.6667,19.834479,5501
"12/12/2012",12,0,3,1,"cloudy",12.1975,53.8333,10.916779,5319
"12/13/2012",12,0,4,1,"clear",12.129153,48.5833,11.666643,5532
"12/14/2012",12,0,5,1,"clear",11.548347,64.2917,8.792343,5611
"12/15/2012",12,0,6,0,"clear",13.290847,65.0417,7.12545,5047
"12/16/2012",12,0,0,0,"cloudy",14.8625,83.875,6.749714,3786
"12/17/2012",12,0,1,1,"cloudy",16.126653,90.7083,6.5833061,4585
"12/18/2012",12,0,2,1,"clear",16.844153,66.625,14.834068,5557
"12/19/2012",12,0,3,1,"clear",13.6325,62.5417,12.334164,5267
"12/20/2012",12,0,4,1,"cloudy",13.53,66.7917,8.875021,4128
"12/21/2012",12,0,5,1,"cloudy",13.393347,55.6667,25.083661,3623
"12/22/2012",12,0,6,0,"clear",10.899153,44.125,27.292182,1749
"12/23/2012",12,0,0,0,"clear",10.079153,51.5417,8.916561,1787
"12/24/2012",12,0,1,1,"cloudy",9.483464,79.1304,5.1744368,920
"12/25/2012",12,1,2,0,"cloudy",11.943464,73.4783,11.304642,1013
"12/26/2012",12,0,3,1,"wet",9.976653,82.3333,21.208582,441
"12/27/2012",12,0,4,1,"cloudy",10.420847,65.2917,23.458911,2114
"12/28/2012",12,0,5,1,"cloudy",10.386653,59,10.416557,3095
"12/29/2012",12,0,6,0,"cloudy",10.386653,75.2917,8.333661,1341
"12/30/2012",12,0,0,0,"clear",10.489153,48.3333,23.500518,1796
"12/31/2012",12,0,1,1,"cloudy",8.849153,57.75,10.374682,2729
